name,salary,employment_type,company_name,text,uid 
 Head of Data Science ,от 240 000 ₽ /на руки," Москва, Удалённо ", Tele2,"Задачи 1. Поиск новых и совершенствование текущих направлений работы DS Определение новых направлений применения ML/DL решений – предлагать новые идеи, обеспечить их тестирование и внедрение в командах 2. Развитие и коучинг команды Data Scientists Регулярные оne-to-one встречи со всеми DS – обсуждение планов, результатов, представление обратной связи Поддержка и развитие культуры обмена знаниями между командами DS Создание и реализация плана развития экспертизы DS, планирование и организация обучений (как общих, так и индивидуальных) 3. Развитие инструментов и технологий работы DS Определение потребностей в новых данных, лидирование добавления новых источников в хранилище, развитие Feature Store Рост производительности ML – тестирование и внедрение новых подходов Совершенствование процесса вывода продуктов в прод, совместно с подразделением MLE (подготовка требований, тестирование функционала) Ожидаем: опыт управления Data Science командой (от 10 человек) от 2х лет опыт решения production DS задач от 3х лет знание основных алгоритмов ML/DL технологический стек: python + PyTorch /Tensorflow/Keras, LightGBM/XGBoost/CatBoost, sklearn, pandas, numpy + sql +git умение анализировать бизнес-процессы с целью выявление потенциала для внедрения ML/DL – решений хорошо развитые soft skills: умение донести до других свою точку зрения, организация командного и кросс-функционального взаимодействия, ведение переговоров Будет плюсом: опыт работы с Spark, Airflow, основными компонентами Hadoop (Hive, HDFS, Yarn, Sqoop) и MLflow опыт работы в крупных IT-компаниях, телеком-операторах, банках и ритейлерах наличие выступлений на конференциях и публикаций Условия: Индексируемая заработная плата, годовые бонусы Полное соответствие ТК РФ Возможен гибридный график работы Современный и комфортабельный офис класса «А» в шаговой доступности от метро. Расширенная медицинская страховка в России и за пределами страны Компенсация затрат на мобильную связь Дополнительные материальные выплаты (пособия при рождении ребенка, вступлении в брак и т.п.) Релокационный пакет для иногородних (компенсация аренды квартиры в первые три года, оплата транспортных расходов) Компенсация занятий спортом через год работы. Программа поддержки сотрудников ",39753
 Руководитель группы системного анализа ,от 170 000 ₽ /на руки, Москва , Комус,"Задачи: Управление командой системных аналитиков Мотивация и развитие команды системных аналитиков Поддержание и совершенствование процессов системного анализа Развитие процесса и инструментов для повышения качества документации Помощь команде в решении сложных масштабных задач Выстраивание работы группы по Srcum фреймворку, планирование спринтов, подготовка метрик эффективности работы, ведение отчетности Контроль работы сотрудников группы в системе работы с задачами (Jira), отслеживание сроков реализации и актуальности статусов задач Контроль списания времени на задачи, краткосрочное и долгосрочное ресурсное планирование по сотрудникам группы Разработка регламентов по направлению деятельности группы Подготовка отчетности/презентаций по запросу руководства Коммуникацию с представителями бизнес-подразделений по вопросам особенностей работы того или иного функционала сайта Плюсом будет: Понимание архитектуры web-приложений Опыт работы на проектах развития платформ SAP hybris, Oracle ATG/eCommerce suit, IBM web sphere commerce, (любой rich enterprise eCommerce платформы) ",39711
 Стажер в отдел маркетинговой аналитики по продуктам ,от 30 000 ₽ /на руки, Москва , Kaspersky Lab,"На данной позиции предстоит: Аналитика B2C продуктов в сфере ИБ в России и на международном рынке. Аналитика инновационных решений. Аналитика потребностей пользователей. Взаимодействие с продуктовыми командами. Подготовка отчетов. Операционная помощь команде. Ты определенно нам подходишь, если ты: Можешь работать не менее 30 - 35 часов в неделю (желательно в промежутке 10:00-18:30). Интерес к рынку ИБ и решениям в этой сфере Желание работать в команде, умение находить общий язык с людьми Хорошее знание и опыт работы в MS Office (Excel, Word, PowerPoint) и Windows Уровень английского, позволяющий свободно читать технические документы; разговорный английский как плюс (В1-В2) Техническое образование; образование в сфере ИБ Мы предлагаем: Официальное оформление в штат ""Лаборатории Касперского"" по срочному трудовому договору; Полностью оплачиваемая стажировка, к окладу добавляется денежная компенсация питания и нематериальные бонусы. Один из лучших офисов Москвы (2 спортзала, сауна, ресторан, залы для настольного тенниса); Возможность гибкого рабочего времени. ",39747
 Бизнес-аналитик управления по CVM ,от 95 000 ₽ /на руки, Москва , Магнит,"Чем предстоит заниматься: Подготовкой регулярной отчетности для департамента; Выполнением ad-hoc запросов по анализу данных лояльности; Оценкой эффективности проведенных маркетинговых мероприятий; Подбором целевой аудитории для маркетинговой поддержки; Исследованием эффективности параметров маркетинговых поддержек (механики, товарные категории, скидки, текст сообщения и т.д.); Формированием рекомендаций для будущих маркетинговых поддержек. Для нас важно: ​​​​Образование Высшее профессиональное (Бизнес-анализ, Прикладная математика, Информатика); Навыки применения методологий оценки эффективности кампаний; Опыт применения аналитического ПО (Python, SAS, Qlik, Tableau и другие); Опыт построения запросов к БД (MS SQL, MySQL, IBM DB2 или другие). Что мы предлагаем: Работу в самом развивающемся ритейле; Работу в сплоченной команде профессионалов, в которой можно не только успешно реализовывать проекты, но и перенимать опыт и развиваться; Возможность работать удаленно; Участие в интересных проектах и расширение профессиональной экспертизы; Возможность корпоративного обучения, профессионального и карьерного роста в Компании; Карту лояльности Магнит дисконт, которая дает широкие возможности получения скидок в компаниях партнеров по различным направлениям; Возможность проявлять инициативу, предлагать новые решения, идеи и брать ответственность за реализацию; Трудоустройство по ТК РФ, конкурентоспособную, полностью ""белую"" заработную плату, а также гарантируем её своевременную выплату. ",39725
 Senior Data Engineer (Streaming) ,от 200 000 ₽ /на руки," Москва, Удалённо ", СберЗвук,"Чем нужно будет заниматься Оптимизировать Spark Streaming джобы; Трансформировать старый ETL из родного overnight batching в модный молодёжный realtime streaming на Spark3/Flink; Создавать пайплайны NRT обработки данных для аналитики и рекомендаций; Подключать источники новые источники событий; Внедрять Data Quality Gates и лучшие практики работы с данными; Интегрировать платформу данных Звука в большую экосистему Сбера. Что мы ожидаем от кандидата: Релевантный опыт работы на scala/ java от 2-х лет; Практический опыт работы с spark, Flink, hadoop, kafka; Опыт работы с stream и batch обработкой данных; Знакомство с kubernetes и опыт его использования в работе. Будет плюсом: Python: у нас много кода на питоне, но уверенно идем к скала платформе; Опыт разработки инструментов контроля качества данных; Опыт работы с airflow; Опыт взаимодействия с Presto/Trino, clickhouse, cassandra, Scylla, GreenPlum. Работа должна быть в удовольствие, поэтому: Стильное рабочее пространство рядом м. Кутузовская (буквально 5 минут от метро / МЦК) или удаленно; ДМС с первого рабочего дня; Компенсация обучения и митапов; Активно развивающийся HR-бренд; Ламповость и крутые корпоративы, а еще у нас есть вписки на концерты и мероприятия; Присоединившись к нам, ты сможешь принять участие в развитии продукта, которым пользуются миллионы; Банально, но факт: у нас белая зарплата и оформляем по ТК РФ. ",39754
 Junior Business Analyst (BI and Financial Planning & Analysis for Consumer Business) ,от 120 000 ₽ /на руки, Москва , Kaspersky Lab,"Чем предстоит заниматься: Аналитика промо активностей в различных каналах (digital, retail) и расчет инкрементального эффекта; Поддержка регулярных запросов со стороны бизнеса, ежедневное общение с sales & marketing командой; Проведение исследований по различным темам – изучение причин аномалий, проверка гипотез, расчет бизнес-кейсов; Поддержка стабильности работы источников данных – от качества поступающей информации до обновления справочников; Внедрение новой отчетности – от сбора требований от бизнес-команды и отрисовки макета до постановки ТЗ в IT и приемки. Что требуется от кандидата: 1-3 года работы в схожем функциональном направлении; Умение раскладывать бизнес-вопросы на составные элементы, соответствующие этапам анализа; Привычка критически смотреть на результаты исследований и докапываться до деталей проблемы; Понимание механизма построения OLAP-кубов и практические умения работы с ними; Знание английского языка на уровне не ниже upper-intermediate; Опыт написания SQL-запросов приветствуется; Опыт создания отчетности в Power BI приветствуется. ",39752
 Ведущий разработчик BI систем на платформе Qlik ,от 135 000 ₽ /на руки, Санкт-Петербург , Газпром Нефть,"Чем предстоит заниматься: Выполнение задач в проектах, инициативах Заказчиков со стороны УАС в роли разработчика BI с компетенциями QV/QS: разработка, визуализация и поддержка приложений, диаграмм, моделей отчетов, оптимизация существующих решений на платформе Qlik интеграция с источниками данных тестирование консультационная поддержка пользователей BI-приложений формирование плана развития и оптимизации проведение демо Мы ожидаем, что ты: Имеешь Базовый уровень технических основ Qlik разработки Пониманиешь принципы построения дашборда (основные типы диаграмм) Пониманиешь принципов работы СУБД (SQL-скрипт) Имеешь Базовый уровень написания технической документации Владеешь английским языком на базовом уровне Владеешь MS Office, Windows Приветствуются: Базовый уровень владения VSCode (или аналогами) Базовые навыки разработки на одном из популярных ЯП (например, Python или JS) Базовое владение GIT Базовый уровень владения методиками гибкой разработки (Agile, Scrum) и таск-трекерами (Jira и др) Мы предлагаем: Достойную твоего профессионального уровня заработную плату (уровень вознаграждения обсуждается индивидуально по результатам интервью) Годовую премию по результатам деятельности, дополнительную материальную мотивацию (премии от руководителя) Качественную программу ДМС со стоматологией с первого месяца работы Неограниченный доступ к образовательному контенту на портале знаний от корпоративного университета Подписку на лучшие электронные библиотеки с подборками IT-литературы (и не только) Собственный центр профессионального развития, в котором проводятся комплексные программы обучения hard skills Внутренние демодни, коуч-дни, питчи – то, что поможет продвигать и совершенствовать проекты и собственные идеи Корпоративные скидки для изучения английского языка в малых группах онлайн и офлайн Регулярные карьерные марафоны, индивидуальные карьерные консультации и планы развития В «Газпром нефть» ты можешь: Получить уникальный профессиональный опыт Создавать смелые проекты с нуля и наблюдать за их влиянием на целую отрасль Быть вместе с теми, кого вдохновляют сверхсложные задачи Сочетать несколько ролей, быть частью нескольких команд или участвовать в кросс-функциональных командах Использовать возможности компании-лидера для своей самореализации и убедиться, что любой профессиональный опыт важен Быть среди тех, кто создает первую в России цифровую платформу для управления промышленной компанией нового поколения ",39736
 Системный аналитик (Siebel CRM) ,от 130 000 ₽ /на руки," Санкт-Петербург, Удалённо ", Газпром Нефть,"Обязанности: Взаимодействовать с командой бизнес-аналитиков на всех этапах проекта; Участвовать в анализе и формализаций требований со стороны заказчика; Ранжировать перечень критичных для бизнеса требований, подлежащих автоматизации; Формировать функциональные требования (техническое задание/ частное техническое задание) к проектируемой, эксплуатируемой системе; Описывать бизнес-процессы c использованием общепринятых нотации и средств моделирования; Участвовать в оценке требований; Осуществлять методологический контроль при подготовке и проведении демонстрации разработанного прототипа системы; Готовить ПМИ и проведения ПСИ разработанного функционала. Участвовать в подготовке предложений по объединению бизнес-требований в логические и функциональные блоки для последующей поэтапной автоматизации. Требования: Опыт работы в предметной области от 1 года; Будет плюсом участие в проектах на стороне «Внешний исполнитель» или на стороне заказчика не менее 1 года по комплексной автоматизации бизнес-процессов в области CRM на основе Oracle Siebel CRM; Работал бизнес-аналитиком, консультантом не менее 2 лет (желательно работа с Oracle Siebel CRM); Разбираешься в написании, проведении экспертизы и актуализации проектно-эксплуатационной документации. Понимание особенностей типовой функциональной модели Oracle Siebel CRM Работа с модулями Siebel Marketing, Siebel CallCenter. Мы предлагаем: Достойную твоего профессионального уровня заработную плату (уровень вознаграждения обсуждается индивидуально по результатам интервью) Годовую премию по результатам деятельности, дополнительную материальную мотивацию (премии от руководителя) Качественную программу ДМС со стоматологией с первого месяца работы Современный офис, возможность гибридного формата работы Неограниченный доступ к образовательному контенту на портале знаний от корпоративного университета Подписка на лучшие электронные библиотеки с подборками IT-литературы (и не только) Собственный центр профессионального развития, в котором проводятся комплексные программы обучения hard skills Внутренние демодни, коуч-дни, питчи – то, что поможет продвигать и совершенствовать проекты и собственные идеи Корпоративные скидки для изучения английского языка в малых группах онлайн и офлайн Регулярные карьерные марафоны, индивидуальные карьерные консультации и планы развития Общение вне рабочих рамок – независимо от того, в каком городе ты работаешь! От участия в корпоративных спортивных сообществах до онлайн-экскурсий и неформальных встреч в формате Random coffee В «Газпром нефть» ты можешь: Получить уникальный профессиональный опыт Создавать смелые проекты с нуля и наблюдать за их влиянием на целую отрасль Быть вместе с теми, кого вдохновляют сверхсложные задачи Сочетать несколько ролей, быть частью нескольких команд или участвовать в кросс-функциональных командах Использовать возможности компании-лидера для своей самореализации и убедиться, что любой профессиональный опыт важен Быть среди тех, кто создает первую в России цифровую платформу для управления промышленной компанией нового поколения ",39732
 Data Analyst ,от 170 000 ₽ /на руки, Москва , SberDevices,"Задачи: Анализировать поисковые запросы к виртуальному ассистенту, чтобы решать задачи машинного обучения и статистические задачи; Прогнозировать и оценивать влияние внедрения улучшений для расстановки продуктовых приоритетов; Придумывать и строить метрики, которые показывают, улучшаем ли мы жизнь пользователей; Разрабатывать и поддерживать процессы подготовки и поставки данных из инструментов разметки (Толока + внутр. Разметка); Работа с Яндекс Толокой (разметка, контроль качества), в том числе через Toloka API; Ожидания: Умение хорошо писать код; Опыт работы с различными источниками данных, в том числе с базами данных с использованием SQL, CSV, Excel; Уверенное владение Python, pandas, numpy; Знакомство со статистикой (проверка гипотез, A/B тесты); Будет плюсом: Опыт с краудсорсингом Опыт с ML Опыт с метриками Условия: Профессиональное обучение, семинары, тренинги, конференции, корпоративная библиотека. ДМС, страхование жизни. Самые инновационные, амбициозные проекты и задачи. Свободный дресс-код. Гибкий график для оптимального баланса работы и личной жизни, возможность выбора формата работы (офис, удалёнка или гибрид). Льготные кредиты и корпоративные скидки. Конкурентная компенсация (оклад и премии по результатам деятельности). ",39690
 Старший системный аналитик ,от 130 000 ₽ /на руки," Москва, Удалённо ", Softline,"Задачи Консультация Банка по алгоритмам формирования отчетности в Системе. Анализ и решение проблем на ПРОМе. Концептуальная проработка решений для покрытия бизнес-потребностей в рамках Системы. Постановка задач группе аналитиков. Консультации/ревью по поставленным задачам. Проработка требований для реализации нового функционала. Консультация команды тестирования по реализованному/планируемому к реализации функционалу. Консультация команды разработки. Оценка трудозатрат на реализацию нового функционала. Формирование набора задач на спринт/квартал, приоритизация. От нового члена команды мы ожидаем Опыт работы системным аналитиком от 3х лет. Опыт постановки задач команде, организационные навыки. Навыки проектирования многосоставных объектов в сложной системе, разработка форматов интеграции, ролевых моделей, жизненных циклов документов. Знание нотации моделирования бизнес-процессов, лучше BPMN 2.0. Знание основ БД и/или SQL. Опыт работы с xsd-схемами и xml-файлами. Понимание банковских и/или налоговых процедур. Будет плюсом Знание Atlassian Jira, Confluence. Опыт работы в бухгалтерии и/или налоговой сфере. Знания основ программирования. Мы предлагаем Конкурентную заработную плату. Мы готовы обсуждать условия дохода с каждым кандидатом по итогам личной встречи. Заработная плата состоит из оклада и квартальных премий. Гибкий график работы. 5/2, можно работать удалённо. ",39688
 Data Engineer / Data Analyst (SberData) ,от 170 000 ₽ /на руки," Москва, Удалённо ", СБЕР,"Задачи: формирование файлов конфигураций/инвентори создание и разворачивание дистрибутивов и плагинов для загрузки данных на различные контуры (от DEV до PROM) с последующими запусками и выполнением тестирования работоспособности проведение совместного интеграционного тестирования с источником в части загрузок реплик разбор и маршрутизация тикетов и дефектов, возникающих на тракте загрузки ведение отдельных фичей, от оформления релизных артефактов до проведения ПСИ и непосредственного внедрения в ПРОМ написание запросов к данным в Hbase, Hive работа с Kafka (написание Scala запросов). Требования: навыки работы с Git или другой системой управления версиями оыпт работы Bash скриптами опыт работы с Hadoop (HDFS, Hive, Oozie, YARN, etc.). Будет плюсом: опыт работы с NoSQL СУБД (желательно HBase) наличие опыта работы с Kafka и Spark понимание процессов DevOps. Условия: возможен гибрид, но локация в Москве или МО обязательна официальное оформление по ТК РФ годовое премирование социальный пакет + ДМС корпоративная программа лояльности: бесплатная подписка на СберПрайм+, льготные условия по продуктам банка и скинки в компаниях партнерах треки для развития: большая корпоративная библиотека курсов, возможность обучения за счет компании. ",39662
 Системный аналитик ,от 130 000 ₽ /на руки," Москва, Удалённо ", MERLION,"Рабочие задачи Анализ и моделирование бизнес-процессов; Формирование функциональных требований; Анализ, проектирование и описание интеграционных потоков между системами; Анализ технической документации; Проектирование схем различного уровня детализации; Выявление и формализация требований на разработку/доработку/интеграцию информационных систем; Постановка задач на разработку и приемка результатов; Участие в проектировании, тестировании, приемке информационных модулей и систем; Подготовка use-case, технических заданий, test cases. Ваш опыт, навыки и личные качества Опыт сбора требований к ИТ решениям, навыки общения с Заказчиками; Опыт разработки функциональных требований к приложениям и сервисам (UI, функции и алгоритмы, ролевая модель, требования к интеграции); Опыт проектирования моделей данных, интеграционных потоков. Опыт работы над кроссфункциональными проектами(Анализ и моделирование бизнес процессов, интеграционных потоков, формулирование требований к доработкам систем и сервисов); Знание и опыт моделирования процессов в нотациях BPMN, EPC; Знание принципов ООП; Знание основ баз данных и опыт работы с SQL; Знание основ построения интеграционных решений: REST, JSON, XML, XSD; Знать не обязательно, однако будет плюсом: опыт работы с Kafka; kSQL / ksqlDB; опыт разработки на С#, знание паттернов микросервисной архитектуры; опыт проектирования ER-диаграмм. Как мы работаем у нас in-house разработка; долгосрочные проекты – игра «в долгую» (не проектная занятость); используем agile-подход с двухнедельными спринтами; один на один с трудностями не оставляем, всё обсуждаем и помогаем друг другу. Мы предлагаем оплата по рынку и выше; гибридный офис или полная удалёнка (по договорённости); офис только что после ремонта, гибкие рабочие места и супер удобная мебель; корпоративная программа лояльности, скидки на товары и услуги партнёров; сильная команда специалистов по разным направлениям; возможность повлиять на цифровую трансформацию крупнейшей российской компании из списка Forbes; фиксированный график 5/2, пн-пт 10:00 – 18:30; официальное трудоустройство в штат компании по ТК РФ. Стабильность. Компания экономически устойчива и растёт каждый год (за 2020 год рост бизнеса составил 34%). Масштаб. Вы станете участником крупных проектов, полностью меняющих бизнес-процессы и даже бизнесы. ",39686
 Data Engineer ,от 250 000 ₽ /на руки," Санкт-Петербург, Удалённо ", Кошелёк,"Что ждём от вас: опыт поддержки инфраструктуры данных (devops, аналитические базы данных, ETL-инструменты, BI-инструменты); опыт коммерческой разработки (предпочтительно Python и Java); опыт работы с потоками данных и их загрузкой (ETL, батчи, потоковая обработка); понимание принципов работы big data стека; опыт работы с терабайтами данных; умение работать с аналитиками (запросы на витрины данных и автоматизацию); желателен опыт администрирования и работы с Greenplum и Clickhouse; желателен опыт с Airflow, Flink и Minio. Со своей стороны предлагаем: участие в развитии полезного и популярного приложения (14 млн MAU); работу с сильной инженерной командой; оформление по ТК РФ, ДМС с первого дня работы; гибкий график работы, возможна полностью удалённая работа; оплату профильных курсов и конференций; спорт четыре раза в неделю в офисе — йога и силовые тренировки; командные мероприятия; комфортный офис в центре города (5 минут от станции метро Чкаловская). ",39654
 Системный аналитик CRM ,от 130 000 ₽ /на руки, Москва , Снежная Королева,"Обязанности: Анализ бизнес-процессов и определение требований бизнеса для их автоматизации; моделирование, описание бизнес-процессов в системах Business Studio и Aris (нотации EPC, BPMN), постановка задач разработчикам. Коммуникации с заказчиком (устная и письменная). Сбор, анализ и систематизация бизнес-требований на основании общения с заказчиком. Составление документации с требованиями к конечному продукту. Проектирование и прототипирование пользовательского интерфейса. Управление требованиями (хранение и актуализация, контроль за состоянием отдельных функциональных требований по мере степени готовности продукта и корректности их реализации). Участие в разработке концепции и архитектуры разрабатываемого решения. Проведение экспертизы разных предлагаемых вариантов решения, участие в приемке и опытной эксплуатации системы. Требования: Образование: высшее (желательно техническое). Опыт работы в аналогичной должности: Опыт работы аналитиком в IT сфере от 2-х лет., Junior-разработчиком от полугода. Навыки: Опыт сбора и формализации требований заказчика (описание функциональных требований, user story, test case); Опыт работы по управлению требованиями; Знание нормативно-технической документации и требований к документированию ПО; Знание принципов разработки программного обеспечения (анализ требований, дизайн, разработка, тестирование, техподдержка, др.); Опыт UI/UX прототипирования; Опыт моделирования предметной области (UML, ER) в CASE-средствах; Опыт моделирования бизнес-процессов; Опыт работы с CRM системами , прототипирование Опыт работы в ритейле Опыт использования систем коллективной работы (Jira, Basecamp, Redmine и др.); Отличные коммуникативные навыки + способность к самостоятельной работе; Аналитический склад ума, внимание к деталям, умение организованно и точно изъяснять мысли (как письменно, так и устно). Порядок в документах, внимание к деталям, коммуникабельность, умение работать в команде, обучаемость, ответственность, инициативность. Будет плюсом знание BPM On Line Terrasoft, Creatio Terrasoft. Уверенный пользователь MS Office, Business Studio. Личностные качества: организованность, нацеленность на результат, внимательность, ответственность, командная работа. Условия: Комфортный офис в 5-ти минутах от метро Кутузовская. Оформление по ТК РФ. График работы: 5/2 (с 9.00 до 18.00, в пятницу до 17:00 или с 10.00 до 19.00 в пятницу до 18:00). Официальная заработная плата обсуждается на собеседовании с руководителем. Корпоративный тариф на кредитование, страхование. Корпоративные скидки от 30% до 50% на продукцию компании. Компенсация ДМС в зависимости от стажа. Профессиональный рост и развитие. Активное обучение (семинары, тренинги). ",39656
 Senior Data Engineer ,от 200 000 ₽ /на руки, Москва , inDriver,"Наш стек: используем Python/Scala для разработки под Spark; Python/Java/Go для написания сервисов; BigQuery/Clickhouse как OLAP СУБД; Trino для Adhoc аналитики; Apache Iceberg для хранения инкрементальных данных; Apache Kafka как интеграционный слой между микро-сервисами; Airflow для оркестрации ETL процессов. Вам предстоит: ‍развивать культуру работы с данными; создавать единую систему обработки, хранения и валидации данных; ‍проектировать и строить процессы хранения, обработки, очистки и обогащения данных; участвовать в разработке data pipeline на всех этапах - от обсуждения с источниками данных формата получения данных, до презентации новой фичи потребителям; разрабатывать API (REST, gRPC) для высоконагруженных сервисов получения доступа к данным; участвовать в проектировании системы и принятии архитектурных решений совместно с командой разработки; писать интеграционные и юнит-тесты, разрабатывать средства автоматизации для валидации и алертинга на основе состояния данных; а также делиться знаниями с разработчиками на внутренних митапах. Наши пожелания: опыт разработки Data pipelineов на Spark/Flink/DataFlow с применением Luigi/Airflow/Oozie; владеете Python и/или Java; знаете и понимаете алгоритмы и принципы обработки данных; ️понимаете общие концепции программирования (шаблоны проектирования, ООП, модульность, чистая архитектура, 12-Factor App); умеете проектировать систему обработки данных (data modeling); ответственны и инициативны (мы верим, что идеи должны исходить не только от бизнеса, но и от сотрудников компании). Мы предлагаем: после прохождения испытательного срока предполагается релокация в Казахстан или на Кипр. После оформления в Казахстане возможна удаленная работа за рубежом (будет обсуждаться отдельно); стабильную заработную плату, ДМС со стоматологией; современные MacBook Pro и другое необходимое для работы оборудование; неограниченные возможности профессионального и карьерного роста, регулярное внешнее и внутреннее обучение от наших партнеров; частично или полностью оплачиваемые дополнительные обучающие курсы, занятие английским языком со штатным преподавателем; программы личностного роста, в которых мы ставим цели и вместе к ним движемся; стать частью международной команды профессионалов и просто хороших людей, которые все вместе создают одну из самых крутых историй успеха в мировой IT-индустрии ",39653
